Year of Birth,Gender,Rank
2014,MALE,55
2014,MALE,58
2014,MALE,9
2014,MALE,2
2014,MALE,11
2014,MALE,35
2014,MALE,58
2014,MALE,51
2014,MALE,58
2014,MALE,48
2014,MALE,53
2014,MALE,58
2014,MALE,56
2014,MALE,52
2014,MALE,58
2014,MALE,52
2014,MALE,38
2014,MALE,51
2014,MALE,50
2014,MALE,28
2014,MALE,44
2014,MALE,35
2014,MALE,56
2014,MALE,28
2014,MALE,47
2014,MALE,24
2014,MALE,38
2014,MALE,54
2014,MALE,20
2014,MALE,10
2014,MALE,50
2014,MALE,1
2014,MALE,51
2014,MALE,39
2014,MALE,53
2014,MALE,49
2014,MALE,42
2014,MALE,28
2014,MALE,51
2014,MALE,50
2014,MALE,32
2014,MALE,51
2014,MALE,17
2014,MALE,58
2014,MALE,56
2014,MALE,47
2014,MALE,52
2014,MALE,15
2014,MALE,44
2014,MALE,47
2014,MALE,19
2014,MALE,42
2014,MALE,24
2014,MALE,53
2014,MALE,55
2014,MALE,16
2014,MALE,44
2014,MALE,50
2014,MALE,54
2014,MALE,4
2014,MALE,42
2014,MALE,40
2014,MALE,58
2014,MALE,13
2014,MALE,12
2014,MALE,46
2014,MALE,48
2014,MALE,27
2014,MALE,48
2014,MALE,14
2014,MALE,33
2014,MALE,6
2014,MALE,57
2014,MALE,23
2014,MALE,45
2014,MALE,55
2014,MALE,38
2014,MALE,29
2014,MALE,18
2014,MALE,58
2014,MALE,41
2014,MALE,24
2014,MALE,48
2014,MALE,31
2014,MALE,44
2014,MALE,55
2014,MALE,50
2014,MALE,58
2014,MALE,58
2014,MALE,47
2014,MALE,58
2014,MALE,45
2014,MALE,3
2014,MALE,53
2014,MALE,46
2014,MALE,56
2014,MALE,51
2014,MALE,57
2014,MALE,58
2014,MALE,58
2014,MALE,54
2014,MALE,50
2014,MALE,48
2014,MALE,29
2014,MALE,46
2014,MALE,51
2014,MALE,49
2014,MALE,57
2014,MALE,58
2014,MALE,49
2014,MALE,35
2014,MALE,56
2014,MALE,25
2014,MALE,50
2014,MALE,8
2014,MALE,57
2014,MALE,58
2014,MALE,58
2014,MALE,43
2014,MALE,56
2014,MALE,50
2014,MALE,38
2014,MALE,59
2014,MALE,56
2014,MALE,57
2014,MALE,46
2014,MALE,53
2014,MALE,59
2014,MALE,55
2014,MALE,60
2014,MALE,3
2014,MALE,26
2014,MALE,60
2014,MALE,54
2014,MALE,55
2014,MALE,60
2014,MALE,42
2014,MALE,10
2014,MALE,57
2014,MALE,32
2014,MALE,60
2014,MALE,35
2014,MALE,59
2014,MALE,57
2014,MALE,42
2014,MALE,8
2014,MALE,101
2014,MALE,102
2014,MALE,2
2014,MALE,93
2014,MALE,70
2014,MALE,102
2014,MALE,98
2014,MALE,99
2014,MALE,85
2014,MALE,98
2014,MALE,74
2014,MALE,86
2014,MALE,100
2014,MALE,96
2014,MALE,36
2014,MALE,72
2014,MALE,99
2014,MALE,99
2014,MALE,33
2014,MALE,80
2014,MALE,62
2014,MALE,84
2014,MALE,96
2014,MALE,87
2014,MALE,79
2014,MALE,100
2014,MALE,100
2014,MALE,100
2018,MALE,14
2014,MALE,83
2014,MALE,102
2014,MALE,18
2014,MALE,56
2014,MALE,96
2014,MALE,68
2014,MALE,80
2014,MALE,101
2014,MALE,91
2014,MALE,97
2014,MALE,99
2014,MALE,98
2014,MALE,96
2014,MALE,32
2014,MALE,64
2014,MALE,95
2014,MALE,52
2014,MALE,80
2014,MALE,102
2014,MALE,85
2014,MALE,101
2014,MALE,82
2014,MALE,97
2014,MALE,98
2014,MALE,96
2014,MALE,96
2014,MALE,69
2014,MALE,100
2014,MALE,102
2014,MALE,14
2014,MALE,90
2014,MALE,94
2014,MALE,91
2014,MALE,100
2014,MALE,56
2014,MALE,90
2014,MALE,69
2014,MALE,82
2014,MALE,94
2014,MALE,102
2014,MALE,25
2014,MALE,77
2014,MALE,102
2014,MALE,97
2014,MALE,99
2014,MALE,10
2014,MALE,42
2014,MALE,5
2014,MALE,67
2014,MALE,101
2014,MALE,11
2014,MALE,65
2014,MALE,88
2014,MALE,101
2014,MALE,98
2014,MALE,99
2014,MALE,77
2014,MALE,99
2014,MALE,98
2014,MALE,81
2014,MALE,17
2014,MALE,68
2014,MALE,47
2014,MALE,78
2014,MALE,1
2014,MALE,49
2014,MALE,97
2014,MALE,87
2014,MALE,40
2014,MALE,88
2014,MALE,89
2014,MALE,102
2014,MALE,100
2014,MALE,95
2014,MALE,98
2014,MALE,100
2014,MALE,89
2014,MALE,86
2014,MALE,100
2014,MALE,31
2014,MALE,80
2014,MALE,76
2014,MALE,94
2014,MALE,56
2014,MALE,19
2014,MALE,101
2014,MALE,73
2014,MALE,49
2014,MALE,92
2014,MALE,94
2014,MALE,36
2014,MALE,26
2014,MALE,102
2014,MALE,88
2014,MALE,85
2014,MALE,35
2014,MALE,99
2014,MALE,102
2014,MALE,97
2014,MALE,92
2014,MALE,55
2014,MALE,86
2014,MALE,36
2014,MALE,91
2014,MALE,90
2014,MALE,22
2014,MALE,31
2014,MALE,86
2014,MALE,92
2014,MALE,96
2014,MALE,68
2014,MALE,83
2014,MALE,100
2014,MALE,51
2014,MALE,27
2014,MALE,100
2014,MALE,74
2014,MALE,99
2014,MALE,96
2014,MALE,3
2014,MALE,100
2014,MALE,58
2014,MALE,84
2014,MALE,65
2014,MALE,90
2014,MALE,91
2014,MALE,102
2014,MALE,37
2014,MALE,99
2014,MALE,86
2014,MALE,4
2014,MALE,96
2014,MALE,102
2014,MALE,90
2014,MALE,95
2014,MALE,44
2014,MALE,66
2014,MALE,16
2014,MALE,102
2014,MALE,80
2014,MALE,101
2014,MALE,21
2014,MALE,89
2014,MALE,92
2014,MALE,101
2014,MALE,30
2014,MALE,65
2014,MALE,74
2014,MALE,40
2014,MALE,85
2014,MALE,65
2014,MALE,87
2014,MALE,60
2014,MALE,84
2014,MALE,96
2014,MALE,101
2014,MALE,99
2014,MALE,98
2014,MALE,92
2014,MALE,83
2014,MALE,91
2014,MALE,99
2014,MALE,101
2014,MALE,97
2014,MALE,101
2014,MALE,100
2014,MALE,92
2014,MALE,101
2014,MALE,50
2014,MALE,97
2014,MALE,77
2017,FEMALE,32
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,39
2017,FEMALE,39
2013,MALE,23
2014,MALE,91
2014,MALE,101
2014,MALE,97
2014,MALE,20
2014,MALE,100
2014,MALE,92
2014,MALE,80
2014,MALE,99
2014,MALE,9
2014,MALE,98
2014,MALE,85
2014,MALE,61
2014,MALE,34
2014,MALE,98
2014,MALE,93
2014,MALE,81
2014,MALE,99
2014,MALE,75
2014,MALE,34
2014,MALE,101
2014,MALE,96
2014,MALE,93
2014,MALE,59
2014,MALE,93
2014,MALE,57
2014,MALE,96
2014,MALE,102
2014,MALE,68
2014,MALE,101
2014,MALE,89
2014,MALE,65
2014,MALE,63
2014,MALE,94
2014,MALE,94
2014,MALE,85
2014,MALE,100
2014,MALE,24
2014,MALE,27
2014,MALE,85
2014,MALE,86
2014,MALE,78
2014,MALE,65
2014,MALE,92
2014,MALE,77
2014,MALE,70
2014,MALE,101
2014,MALE,101
2014,MALE,101
2014,MALE,13
2014,MALE,101
2014,MALE,100
2014,MALE,79
2014,MALE,87
2014,MALE,67
2014,MALE,101
2014,MALE,68
2014,MALE,100
2014,MALE,73
2014,MALE,86
2014,MALE,41
2014,MALE,102
2014,MALE,98
2014,MALE,43
2014,MALE,97
2014,MALE,51
2014,MALE,100
2014,MALE,28
2014,MALE,97
2014,MALE,94
2014,MALE,88
2014,MALE,96
2014,MALE,39
2014,MALE,65
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,1
2017,FEMALE,2
2017,FEMALE,3
2017,FEMALE,4
2017,FEMALE,5
2017,FEMALE,6
2017,FEMALE,6
2017,FEMALE,7
2017,FEMALE,8
2017,FEMALE,8
2017,FEMALE,8
2017,FEMALE,9
2017,FEMALE,10
2017,FEMALE,10
2017,FEMALE,11
2017,FEMALE,12
2017,FEMALE,13
2017,FEMALE,13
2017,FEMALE,14
2017,FEMALE,15
2017,FEMALE,16
2017,FEMALE,17
2017,FEMALE,17
2017,FEMALE,18
2017,FEMALE,18
2017,FEMALE,19
2017,FEMALE,19
2017,FEMALE,19
2017,FEMALE,20
2017,FEMALE,20
2017,FEMALE,20
2017,FEMALE,20
2017,FEMALE,20
2017,FEMALE,20
2017,FEMALE,20
2017,FEMALE,21
2017,FEMALE,21
2017,FEMALE,21
2017,FEMALE,21
2017,FEMALE,21
2017,FEMALE,21
2017,FEMALE,22
2017,FEMALE,22
2017,FEMALE,23
2017,FEMALE,23
2017,FEMALE,23
2017,FEMALE,23
2017,FEMALE,23
2017,FEMALE,23
2017,FEMALE,23
2017,FEMALE,23
2017,FEMALE,24
2017,FEMALE,24
2017,FEMALE,24
2017,FEMALE,24
2017,FEMALE,24
2017,FEMALE,25
2017,FEMALE,25
2017,FEMALE,25
2017,FEMALE,26
2017,FEMALE,26
2017,FEMALE,26
2017,FEMALE,26
2017,FEMALE,26
2017,FEMALE,27
2017,FEMALE,27
2017,FEMALE,27
2017,FEMALE,27
2017,FEMALE,27
2017,FEMALE,27
2017,FEMALE,28
2017,FEMALE,28
2017,FEMALE,28
2017,FEMALE,28
2017,FEMALE,29
2017,FEMALE,29
2017,FEMALE,29
2017,FEMALE,29
2017,FEMALE,29
2017,FEMALE,30
2017,FEMALE,30
2017,FEMALE,30
2017,FEMALE,30
2017,FEMALE,30
2017,FEMALE,30
2017,FEMALE,30
2017,FEMALE,31
2017,FEMALE,31
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,34
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,35
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2018,MALE,15
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,1
2017,FEMALE,2
2017,FEMALE,3
2017,FEMALE,4
2017,FEMALE,5
2017,FEMALE,6
2017,FEMALE,7
2017,FEMALE,8
2017,FEMALE,8
2017,FEMALE,9
2017,FEMALE,10
2017,FEMALE,11
2017,FEMALE,12
2017,FEMALE,13
2017,FEMALE,14
2017,FEMALE,15
2017,FEMALE,16
2017,FEMALE,17
2017,FEMALE,18
2017,FEMALE,18
2017,FEMALE,19
2017,FEMALE,19
2017,FEMALE,20
2017,FEMALE,20
2017,FEMALE,21
2017,FEMALE,22
2017,FEMALE,23
2017,FEMALE,23
2017,FEMALE,24
2017,FEMALE,24
2017,FEMALE,25
2017,FEMALE,26
2017,FEMALE,27
2017,FEMALE,28
2017,FEMALE,28
2017,FEMALE,28
2017,FEMALE,29
2017,FEMALE,29
2017,FEMALE,30
2017,FEMALE,30
2017,FEMALE,31
2017,FEMALE,32
2017,FEMALE,32
2017,FEMALE,33
2017,FEMALE,34
2017,FEMALE,35
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,38
2017,FEMALE,39
2017,FEMALE,39
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,40
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,42
2017,FEMALE,43
2017,FEMALE,43
2017,FEMALE,43
2017,FEMALE,44
2017,FEMALE,44
2017,FEMALE,45
2017,FEMALE,45
2017,FEMALE,45
2017,FEMALE,45
2017,FEMALE,46
2017,FEMALE,46
2017,FEMALE,46
2017,FEMALE,46
2017,FEMALE,47
2017,FEMALE,48
2017,FEMALE,48
2017,FEMALE,48
2017,FEMALE,49
2017,FEMALE,49
2017,FEMALE,49
2017,FEMALE,49
2017,FEMALE,49
2017,FEMALE,49
2017,FEMALE,49
2017,FEMALE,50
2017,FEMALE,50
2017,FEMALE,50
2017,FEMALE,50
2017,FEMALE,50
2017,FEMALE,50
2017,FEMALE,50
2017,FEMALE,50
2017,FEMALE,50
2017,FEMALE,51
2017,FEMALE,51
2017,FEMALE,51
2017,FEMALE,52
2017,FEMALE,52
2017,FEMALE,52
2017,FEMALE,52
2017,FEMALE,52
2017,FEMALE,53
2017,FEMALE,53
2017,FEMALE,53
2017,FEMALE,53
2017,FEMALE,53
2017,FEMALE,54
2017,FEMALE,54
2017,FEMALE,54
2017,FEMALE,55
2017,FEMALE,55
2017,FEMALE,55
2017,FEMALE,55
2017,FEMALE,55
2017,FEMALE,56
2017,FEMALE,56
2017,FEMALE,56
2017,FEMALE,56
2017,FEMALE,57
2017,FEMALE,57
2017,FEMALE,57
2017,FEMALE,57
2017,FEMALE,57
2017,FEMALE,57
2017,FEMALE,58
2017,FEMALE,58
2017,FEMALE,58
2017,FEMALE,58
2017,FEMALE,58
2017,FEMALE,58
2017,FEMALE,58
2017,FEMALE,59
2017,FEMALE,59
2017,FEMALE,59
2017,FEMALE,60
2017,FEMALE,60
2017,FEMALE,60
2017,FEMALE,60
2017,FEMALE,60
2017,FEMALE,60
2017,FEMALE,60
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,62
2017,FEMALE,62
2017,FEMALE,62
2017,FEMALE,62
2017,FEMALE,62
2017,FEMALE,62
2017,FEMALE,62
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,1
2017,FEMALE,2
2017,FEMALE,3
2017,FEMALE,4
2017,FEMALE,5
2017,FEMALE,6
2017,FEMALE,7
2017,FEMALE,8
2017,FEMALE,9
2017,FEMALE,10
2017,FEMALE,10
2017,FEMALE,11
2017,FEMALE,12
2017,FEMALE,13
2017,FEMALE,14
2017,FEMALE,15
2017,FEMALE,16
2017,FEMALE,17
2017,FEMALE,18
2017,FEMALE,19
2017,FEMALE,20
2017,FEMALE,20
2017,FEMALE,21
2017,FEMALE,22
2017,FEMALE,23
2017,FEMALE,24
2017,FEMALE,25
2017,FEMALE,26
2017,FEMALE,27
2017,FEMALE,28
2017,FEMALE,29
2017,FEMALE,29
2017,FEMALE,30
2017,FEMALE,31
2017,FEMALE,32
2017,FEMALE,33
2017,FEMALE,33
2017,FEMALE,34
2017,FEMALE,35
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,36
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,37
2017,FEMALE,38
2017,FEMALE,38
2017,FEMALE,39
2017,FEMALE,40
2017,FEMALE,41
2017,FEMALE,41
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,42
2017,FEMALE,43
2017,FEMALE,44
2017,FEMALE,44
2017,FEMALE,44
2017,FEMALE,44
2017,FEMALE,44
2017,FEMALE,45
2017,FEMALE,45
2017,FEMALE,45
2017,FEMALE,46
2017,FEMALE,46
2017,FEMALE,46
2017,FEMALE,47
2017,FEMALE,47
2017,FEMALE,48
2017,FEMALE,48
2017,FEMALE,49
2017,FEMALE,50
2017,FEMALE,50
2017,FEMALE,51
2017,FEMALE,51
2017,FEMALE,51
2017,FEMALE,52
2017,FEMALE,53
2017,FEMALE,53
2017,FEMALE,53
2017,FEMALE,53
2017,FEMALE,54
2017,FEMALE,54
2017,FEMALE,55
2017,FEMALE,56
2017,FEMALE,57
2017,FEMALE,57
2017,FEMALE,58
2017,FEMALE,59
2017,FEMALE,59
2017,FEMALE,59
2017,FEMALE,59
2017,FEMALE,59
2017,FEMALE,60
2017,FEMALE,60
2017,FEMALE,60
2017,FEMALE,60
2017,FEMALE,61
2017,FEMALE,61
2017,FEMALE,62
2017,FEMALE,62
2017,FEMALE,62
2017,FEMALE,62
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,63
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,64
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,65
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,66
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,67
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,68
2017,FEMALE,69
2017,FEMALE,69
2017,FEMALE,69
2017,FEMALE,69
2017,FEMALE,69
2017,FEMALE,69
2017,FEMALE,69
2017,FEMALE,69
2017,FEMALE,69
2017,FEMALE,69
2017,FEMALE,70
2017,FEMALE,70
2017,FEMALE,70
2017,FEMALE,70
2017,FEMALE,70
2017,FEMALE,70
2017,FEMALE,70
2017,FEMALE,70
2017,FEMALE,70
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,71
2017,FEMALE,72
2013,MALE,52
2017,FEMALE,72
2017,FEMALE,72
2017,FEMALE,72
2017,FEMALE,72
2017,FEMALE,72
2017,FEMALE,72
2017,FEMALE,72
2017,FEMALE,72
2017,FEMALE,73
2017,FEMALE,73
2017,FEMALE,73
2017,FEMALE,73
2017,FEMALE,73
2017,FEMALE,73
2017,FEMALE,73
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,74
2017,FEMALE,75
2017,FEMALE,75
2017,FEMALE,75
2017,FEMALE,75
2017,FEMALE,75
2017,FEMALE,75
2017,FEMALE,75
2017,FEMALE,75
2017,FEMALE,76
2017,FEMALE,76
2017,FEMALE,76
2017,FEMALE,76
2017,FEMALE,76
2017,FEMALE,76
2017,FEMALE,76
2017,FEMALE,76
2017,FEMALE,76
2017,FEMALE,77
2017,FEMALE,77
2017,FEMALE,77
2017,FEMALE,77
2017,FEMALE,77
2017,FEMALE,77
2017,FEMALE,77
2017,FEMALE,77
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,78
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,79
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,80
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,81
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,82
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,83
2017,FEMALE,84
2017,FEMALE,84
